CaseID,Activity,Resource,Start Timestamp,Complete Timestamp,Variant,Role
172,Create Purchase Requisition,Tesca Lobes,2011/01/23 11:14:00.000,2011/01/23 11:49:00.000,Variant 3,Requester
172,Analyze Purchase Requisition,Heinz Gutschmidt,2011/01/24 07:20:00.000,2011/01/24 07:28:00.000,Variant 3,Requester Manager
172,End,End,2011/01/24 07:28:00.000,2011/01/24 07:28:00.000,Variant 3,End
171,Create Purchase Requisition,Anna Kaufmann,2011/01/23 08:59:00.000,2011/01/23 09:11:00.000,Variant 1,Requester
171,Analyze Purchase Requisition,Maris Freeman,2011/01/24 03:30:00.000,2011/01/24 03:37:00.000,Variant 1,Requester Manager
171,Create Request for Quotation Requester Manager,Maris Freeman,2011/01/24 03:42:00.000,2011/01/24 03:44:00.000,Variant 1,Requester Manager
171,Analyze Request for Quotation,Karel de Groot,2011/01/28 11:03:00.000,2011/01/28 11:28:00.000,Variant 1,Purchasing Agent
171,Send Request for Quotation to Supplier,Francois de Perrier,2011/01/29 08:58:00.000,2011/01/29 09:25:00.000,Variant 1,Purchasing Agent
171,Create Quotation comparison Map,Karel de Groot,2011/01/29 13:41:00.000,2011/01/29 15:58:00.000,Variant 1,Purchasing Agent
171,Analyze Quotation comparison Map,Anne Olwada,2011/01/29 22:43:00.000,2011/01/29 22:53:00.000,Variant 1,Requester
171,Choose best option,Kim Passa,2011/01/29 22:53:00.000,2011/01/29 22:53:00.000,Variant 1,Requester
171,Settle conditions with supplier,Francois de Perrier,2011/01/30 10:49:00.000,2011/01/30 23:46:00.000,Variant 1,Purchasing Agent
171,Create Purchase Order,Magdalena Predutta,2011/01/31 00:34:00.000,2011/01/31 00:42:00.000,Variant 1,Purchasing Agent
171,Confirm Purchase Order,Kiu Kan,2011/01/31 10:33:00.000,2011/01/31 11:06:00.000,Variant 1,Supplier
171,Deliver Goods Services,Sean Manney,2011/02/02 05:17:00.000,2011/02/04 01:38:00.000,Variant 1,Supplier
171,Release Purchase Order,Anne Olwada,2011/02/04 09:15:00.000,2011/02/04 09:16:00.000,Variant 1,Requester
171,Approve Purchase Order for payment,Karel de Groot,2011/02/04 20:20:00.000,2011/02/04 20:21:00.000,Variant 1,Purchasing Agent
171,Send invoice,Kiu Kan,2011/02/05 03:11:00.000,2011/02/05 03:11:00.000,Variant 1,Supplier
171,Release Supplier's Invoice,Pedro Alvares,2011/02/05 17:30:00.000,2011/02/05 17:36:00.000,Variant 1,Financial Manager
171,Authorize Supplier's Invoice payment,Karalda Nimwada,2011/02/05 17:36:00.000,2011/02/05 17:36:00.000,Variant 1,Financial Manager
171,Pay invoice,Pedro Alvares,2011/02/05 17:46:00.000,2011/02/05 17:57:00.000,Variant 1,Financial Manager
171,End,End,2011/02/05 17:57:00.000,2011/02/05 17:57:00.000,Variant 1,End
170,Create Purchase Requisition,Miu Hanwan,2011/01/22 13:35:00.000,2011/01/22 14:20:00.000,Variant 30,Requester
170,Analyze Purchase Requisition,Francis Odell,2011/01/23 06:11:00.000,2011/01/23 06:16:00.000,Variant 30,Requester Manager
170,Create Request for Quotation Requester Manager,Heinz Gutschmidt,2011/01/23 06:21:00.000,2011/01/23 06:23:00.000,Variant 30,Requester Manager
170,Analyze Request for Quotation,Francois de Perrier,2011/01/25 14:48:00.000,2011/01/25 15:25:00.000,Variant 30,Purchasing Agent
170,Send Request for Quotation to Supplier,Karel de Groot,2011/01/25 17:45:00.000,2011/01/25 18:06:00.000,Variant 30,Purchasing Agent
170,Create Quotation comparison Map,Karel de Groot,2011/01/25 18:25:00.000,2011/01/25 21:47:00.000,Variant 30,Purchasing Agent
170,Analyze Quotation comparison Map,Esmana Liubiata,2011/01/26 04:28:00.000,2011/01/26 05:00:00.000,Variant 30,Requester
170,Choose best option,Tesca Lobes,2011/01/26 05:00:00.000,2011/01/26 05:00:00.000,Variant 30,Requester
170,Settle conditions with supplier,Karel de Groot,2011/01/26 11:26:00.000,2011/01/27 01:27:00.000,Variant 30,Purchasing Agent
170,Create Purchase Order,Karel de Groot,2011/01/27 13:40:00.000,2011/01/27 13:50:00.000,Variant 30,Purchasing Agent
170,Confirm Purchase Order,Esmeralda Clay,2011/01/27 22:12:00.000,2011/01/27 22:19:00.000,Variant 30,Supplier
170,Deliver Goods Services,Esmeralda Clay,2011/01/30 15:41:00.000,2011/01/31 23:56:00.000,Variant 30,Supplier
170,Release Purchase Order,Kim Passa,2011/02/01 07:35:00.000,2011/02/01 07:36:00.000,Variant 30,Requester
170,Approve Purchase Order for payment,Magdalena Predutta,2011/02/01 15:15:00.000,2011/02/01 15:16:00.000,Variant 30,Purchasing Agent
170,Send invoice,Sean Manney,2011/02/02 05:17:00.000,2011/02/02 05:17:00.000,Variant 30,Supplier
170,Authorize Supplier's Invoice payment,Karalda Nimwada,2011/02/02 19:57:00.000,2011/02/02 19:57:00.000,Variant 30,Financial Manager
170,Pay invoice,Pedro Alvares,2011/02/02 20:49:00.000,2011/02/02 20:55:00.000,Variant 30,Financial Manager
170,End,End,2011/02/02 20:55:00.000,2011/02/02 20:55:00.000,Variant 30,End
258,Create Purchase Requisition,Clement Duchot,2011/02/05 05:51:00.000,2011/02/05 06:27:00.000,Variant 7,Requester
258,Analyze Purchase Requisition,Maris Freeman,2011/02/05 21:36:00.000,2011/02/05 21:45:00.000,Variant 7,Requester Manager
258,Create Request for Quotation Requester Manager,Maris Freeman,2011/02/05 21:49:00.000,2011/02/05 21:52:00.000,Variant 7,Requester Manager
258,Analyze Request for Quotation,Francois de Perrier,2011/02/08 08:37:00.000,2011/02/08 09:09:00.000,Variant 7,Purchasing Agent
258,Send Request for Quotation to Supplier,Karel de Groot,2011/02/09 02:08:00.000,2011/02/09 02:36:00.000,Variant 7,Purchasing Agent
258,Create Quotation comparison Map,Karel de Groot,2011/02/09 03:13:00.000,2011/02/09 05:57:00.000,Variant 7,Purchasing Agent
258,Analyze Quotation comparison Map,Immanuel Karagianni,2011/02/09 12:28:00.000,2011/02/09 12:45:00.000,Variant 7,Requester
258,Choose best option,Miu Hanwan,2011/02/09 12:45:00.000,2011/02/09 12:45:00.000,Variant 7,Requester
258,Settle conditions with supplier,Francois de Perrier,2011/02/09 14:48:00.000,2011/02/09 19:38:00.000,Variant 7,Purchasing Agent
258,Create Purchase Order,Magdalena Predutta,2011/02/09 22:23:00.000,2011/02/09 22:35:00.000,Variant 7,Purchasing Agent
258,Confirm Purchase Order,Kiu Kan,2011/02/12 00:19:00.000,2011/02/12 00:47:00.000,Variant 7,Supplier
258,Deliver Goods Services,Carmen Finacse,2011/02/12 10:08:00.000,2011/02/13 23:42:00.000,Variant 7,Supplier
258,Release Purchase Order,Immanuel Karagianni,2011/02/14 07:37:00.000,2011/02/14 07:38:00.000,Variant 7,Requester
258,Approve Purchase Order for payment,Francois de Perrier,2011/02/14 16:31:00.000,2011/02/14 16:32:00.000,Variant 7,Purchasing Agent
258,Send invoice,Karen Clarens,2011/02/15 00:10:00.000,2011/02/15 00:10:00.000,Variant 7,Supplier
258,Release Supplier's Invoice,Pedro Alvares,2011/02/15 14:27:00.000,2011/02/15 14:30:00.000,Variant 7,Financial Manager
258,Settle dispute with supplier Financial Manager,Karalda Nimwada,2011/02/15 15:24:00.000,2011/02/15 15:55:00.000,Variant 7,Financial Manager
258,Authorize Supplier's Invoice payment,Karalda Nimwada,2011/02/15 15:55:00.000,2011/02/15 15:55:00.000,Variant 7,Financial Manager
258,Pay invoice,Pedro Alvares,2011/02/15 16:01:00.000,2011/02/15 16:08:00.000,Variant 7,Financial Manager
258,End,End,2011/02/15 16:08:00.000,2011/02/15 16:08:00.000,Variant 7,End
93,Create Purchase Requisition,Fjodor Kowalski,2011/01/12 12:44:00.000,2011/01/12 12:55:00.000,Variant 10,Requester
93,Create Request for Quotation Requester,Clement Duchot,2011/01/12 15:58:00.000,2011/01/12 16:08:00.000,Variant 10,Requester
93,Analyze Request for Quotation,Francois de Perrier,2011/01/16 14:14:00.000,2011/01/16 14:22:00.000,Variant 10,Purchasing Agent
93,Amend Request for Quotation Requester,Penn Osterwalder,2011/01/16 15:19:00.000,2011/01/16 15:26:00.000,Variant 10,Requester Manager
93,Analyze Request for Quotation,Francois de Perrier,2011/01/16 16:48:00.000,2011/01/16 17:11:00.000,Variant 10,Purchasing Agent
93,Amend Request for Quotation Requester,Miu Hanwan,2011/01/16 18:05:00.000,2011/01/16 18:18:00.000,Variant 10,Requester Manager
93,Analyze Request for Quotation,Francois de Perrier,2011/01/16 20:20:00.000,2011/01/16 20:29:00.000,Variant 10,Purchasing Agent
93,Send Request for Quotation to Supplier,Magdalena Predutta,2011/01/17 17:25:00.000,2011/01/17 18:01:00.000,Variant 10,Purchasing Agent
93,Create Quotation comparison Map,Magdalena Predutta,2011/01/18 10:07:00.000,2011/01/18 13:23:00.000,Variant 10,Purchasing Agent
93,Analyze Quotation comparison Map,Clement Duchot,2011/01/18 20:08:00.000,2011/01/18 20:37:00.000,Variant 10,Requester
93,Choose best option,Anna Kaufmann,2011/01/18 20:37:00.000,2011/01/18 20:37:00.000,Variant 10,Requester
93,Settle conditions with supplier,Magdalena Predutta,2011/01/19 23:09:00.000,2011/01/20 11:35:00.000,Variant 10,Purchasing Agent
93,Create Purchase Order,Francois de Perrier,2011/01/21 09:52:00.000,2011/01/21 09:58:00.000,Variant 10,Purchasing Agent
93,Confirm Purchase Order,Carmen Finacse,2011/01/21 21:22:00.000,2011/01/21 21:37:00.000,Variant 10,Supplier
93,Deliver Goods Services,Carmen Finacse,2011/01/23 12:55:00.000,2011/01/25 01:33:00.000,Variant 10,Supplier
93,Release Purchase Order,Nico Ojenbeer,2011/01/25 09:00:00.000,2011/01/25 09:01:00.000,Variant 10,Requester
93,Approve Purchase Order for payment,Magdalena Predutta,2011/01/25 18:28:00.000,2011/01/25 18:29:00.000,Variant 10,Purchasing Agent
93,Send invoice,Kiu Kan,2011/01/26 01:50:00.000,2011/01/26 01:50:00.000,Variant 10,Supplier
93,Release Supplier's Invoice,Karalda Nimwada,2011/01/26 16:12:00.000,2011/01/26 16:15:00.000,Variant 10,Financial Manager
93,Authorize Supplier's Invoice payment,Karalda Nimwada,2011/01/26 16:15:00.000,2011/01/26 16:15:00.000,Variant 10,Financial Manager
93,Pay invoice,Karalda Nimwada,2011/01/26 16:58:00.000,2011/01/26 17:05:00.000,Variant 10,Financial Manager
93,End,End,2011/01/26 17:05:00.000,2011/01/26 17:05:00.000,Variant 10,End
665,Create Purchase Requisition,Clement Duchot,2011/04/05 17:28:00.000,2011/04/05 18:01:00.000,Variant 1,Requester
665,Analyze Purchase Requisition,Heinz Gutschmidt,2011/04/06 05:15:00.000,2011/04/06 05:19:00.000,Variant 1,Requester Manager
665,Create Request for Quotation Requester Manager,Heinz Gutschmidt,2011/04/06 05:27:00.000,2011/04/06 05:30:00.000,Variant 1,Requester Manager
665,Analyze Request for Quotation,Magdalena Predutta,2011/04/13 16:12:00.000,2011/04/13 16:48:00.000,Variant 1,Purchasing Agent
665,Send Request for Quotation to Supplier,Magdalena Predutta,2011/04/14 20:02:00.000,2011/04/14 20:19:00.000,Variant 1,Purchasing Agent
665,Create Quotation comparison Map,Magdalena Predutta,2011/04/15 01:07:00.000,2011/04/15 06:50:00.000,Variant 1,Purchasing Agent
665,Analyze Quotation comparison Map,Alberto Duport,2011/04/15 14:10:00.000,2011/04/15 14:31:00.000,Variant 1,Requester
665,Choose best option,Clement Duchot,2011/04/15 14:31:00.000,2011/04/15 14:31:00.000,Variant 1,Requester
665,Settle conditions with supplier,Francois de Perrier,2011/04/15 19:28:00.000,2011/04/16 08:30:00.000,Variant 1,Purchasing Agent
665,Create Purchase Order,Magdalena Predutta,2011/04/16 16:36:00.000,2011/04/16 16:42:00.000,Variant 1,Purchasing Agent
665,Confirm Purchase Order,Sean Manney,2011/04/17 22:02:00.000,2011/04/17 22:24:00.000,Variant 1,Supplier
665,Deliver Goods Services,Kiu Kan,2011/04/18 18:51:00.000,2011/04/18 22:52:00.000,Variant 1,Supplier
665,Release Purchase Order,Tesca Lobes,2011/04/19 06:24:00.000,2011/04/19 06:25:00.000,Variant 1,Requester
665,Approve Purchase Order for payment,Karel de Groot,2011/04/20 16:58:00.000,2011/04/20 16:59:00.000,Variant 1,Purchasing Agent
665,Send invoice,Esmeralda Clay,2011/04/21 04:40:00.000,2011/04/21 04:40:00.000,Variant 1,Supplier
665,Release Supplier's Invoice,Karalda Nimwada,2011/04/21 19:06:00.000,2011/04/21 19:10:00.000,Variant 1,Financial Manager
665,Authorize Supplier's Invoice payment,Pedro Alvares,2011/04/21 19:10:00.000,2011/04/21 19:10:00.000,Variant 1,Financial Manager
665,Pay invoice,Karalda Nimwada,2011/04/21 20:01:00.000,2011/04/21 20:12:00.000,Variant 1,Financial Manager
665,End,End,2011/04/21 20:12:00.000,2011/04/21 20:12:00.000,Variant 1,End
660,Create Purchase Requisition,Kim Passa,2011/04/04 22:07:00.000,2011/04/04 22:23:00.000,Variant 1,Requester
660,Analyze Purchase Requisition,Francis Odell,2011/04/05 13:41:00.000,2011/04/05 13:48:00.000,Variant 1,Requester Manager
660,Create Request for Quotation Requester Manager,Maris Freeman,2011/04/05 13:53:00.000,2011/04/05 13:55:00.000,Variant 1,Requester Manager
660,Analyze Request for Quotation,Francois de Perrier,2011/04/10 15:32:00.000,2011/04/10 15:44:00.000,Variant 1,Purchasing Agent
660,Send Request for Quotation to Supplier,Magdalena Predutta,2011/04/11 02:38:00.000,2011/04/11 03:09:00.000,Variant 1,Purchasing Agent
660,Create Quotation comparison Map,Francois de Perrier,2011/04/11 03:34:00.000,2011/04/11 05:09:00.000,Variant 1,Purchasing Agent
660,Analyze Quotation comparison Map,Esmana Liubiata,2011/04/11 11:50:00.000,2011/04/11 12:22:00.000,Variant 1,Requester
660,Choose best option,Anne Olwada,2011/04/11 12:22:00.000,2011/04/11 12:22:00.000,Variant 1,Requester
660,Settle conditions with supplier,Karel de Groot,2011/04/12 21:57:00.000,2011/04/13 04:04:00.000,Variant 1,Purchasing Agent
660,Create Purchase Order,Francois de Perrier,2011/04/13 15:30:00.000,2011/04/13 15:40:00.000,Variant 1,Purchasing Agent
660,Confirm Purchase Order,Karen Clarens,2011/04/13 22:28:00.000,2011/04/13 22:39:00.000,Variant 1,Supplier
660,Deliver Goods Services,Karen Clarens,2011/04/14 06:05:00.000,2011/04/15 18:26:00.000,Variant 1,Supplier
660,Release Purchase Order,Miu Hanwan,2011/04/16 01:48:00.000,2011/04/16 01:49:00.000,Variant 1,Requester
660,Approve Purchase Order for payment,Karel de Groot,2011/04/16 14:02:00.000,2011/04/16 14:03:00.000,Variant 1,Purchasing Agent
660,Send invoice,Kiu Kan,2011/04/17 23:08:00.000,2011/04/17 23:08:00.000,Variant 1,Supplier
660,Release Supplier's Invoice,Karalda Nimwada,2011/04/18 13:32:00.000,2011/04/18 13:36:00.000,Variant 1,Financial Manager
660,Authorize Supplier's Invoice payment,Karalda Nimwada,2011/04/18 13:45:00.000,2011/04/18 13:45:00.000,Variant 1,Financial Manager
660,Pay invoice,Karalda Nimwada,2011/04/18 13:59:00.000,2011/04/18 14:11:00.000,Variant 1,Financial Manager
660,End,End,2011/04/18 14:11:00.000,2011/04/18 14:11:00.000,Variant 1,End
169,Create Purchase Requisition,Nico Ojenbeer,2011/01/22 06:00:00.000,2011/01/22 06:55:00.000,Variant 2,Requester
169,Create Request for Quotation Requester,Miu Hanwan,2011/01/22 07:33:00.000,2011/01/22 07:45:00.000,Variant 2,Requester
169,Analyze Request for Quotation,Magdalena Predutta,2011/01/30 19:00:00.000,2011/01/30 19:22:00.000,Variant 2,Purchasing Agent
169,Send Request for Quotation to Supplier,Magdalena Predutta,2011/01/31 04:42:00.000,2011/01/31 05:07:00.000,Variant 2,Purchasing Agent
169,Create Quotation comparison Map,Karel de Groot,2011/01/31 05:21:00.000,2011/01/31 06:59:00.000,Variant 2,Purchasing Agent
169,Analyze Quotation comparison Map,Kim Passa,2011/01/31 14:03:00.000,2011/01/31 14:14:00.000,Variant 2,Requester
169,Choose best option,Tesca Lobes,2011/01/31 14:14:00.000,2011/01/31 14:14:00.000,Variant 2,Requester
169,Settle conditions with supplier,Francois de Perrier,2011/01/31 17:37:00.000,2011/01/31 22:05:00.000,Variant 2,Purchasing Agent
169,Create Purchase Order,Francois de Perrier,2011/02/01 03:50:00.000,2011/02/01 03:58:00.000,Variant 2,Purchasing Agent
169,Confirm Purchase Order,Sean Manney,2011/02/01 16:41:00.000,2011/02/01 16:56:00.000,Variant 2,Supplier
169,Deliver Goods Services,Kiu Kan,2011/02/02 22:44:00.000,2011/02/03 03:01:00.000,Variant 2,Supplier
169,Release Purchase Order,Penn Osterwalder,2011/02/03 10:53:00.000,2011/02/03 10:54:00.000,Variant 2,Requester
169,Approve Purchase Order for payment,Magdalena Predutta,2011/02/05 00:39:00.000,2011/02/05 00:40:00.000,Variant 2,Purchasing Agent
169,Send invoice,Karen Clarens,2011/02/05 15:24:00.000,2011/02/05 15:24:00.000,Variant 2,Supplier
169,Release Supplier's Invoice,Pedro Alvares,2011/02/06 05:48:00.000,2011/02/06 05:50:00.000,Variant 2,Financial Manager
169,Authorize Supplier's Invoice payment,Pedro Alvares,2011/02/06 05:50:00.000,2011/02/06 05:50:00.000,Variant 2,Financial Manager
169,Pay invoice,Pedro Alvares,2011/02/06 06:51:00.000,2011/02/06 07:01:00.000,Variant 2,Financial Manager
169,End,End,2011/02/06 07:01:00.000,2011/02/06 07:01:00.000,Variant 2,End
164,Create Purchase Requisition,Fjodor Kowalski,2011/01/21 17:13:00.000,2011/01/21 17:57:00.000,Variant 1,Requester
164,Analyze Purchase Requisition,Francis Odell,2011/01/22 06:24:00.000,2011/01/22 06:30:00.000,Variant 1,Requester Manager
164,Create Request for Quotation Requester Manager,Maris Freeman,2011/01/22 06:35:00.000,2011/01/22 06:37:00.000,Variant 1,Requester Manager
164,Analyze Request for Quotation,Magdalena Predutta,2011/01/22 20:43:00.000,2011/01/22 20:56:00.000,Variant 1,Purchasing Agent
164,Send Request for Quotation to Supplier,Francois de Perrier,2011/01/23 16:52:00.000,2011/01/23 17:12:00.000,Variant 1,Purchasing Agent
164,Create Quotation comparison Map,Francois de Perrier,2011/01/23 22:03:00.000,2011/01/24 02:52:00.000,Variant 1,Purchasing Agent
164,Analyze Quotation comparison Map,Penn Osterwalder,2011/01/24 09:20:00.000,2011/01/24 09:45:00.000,Variant 1,Requester
164,Choose best option,Fjodor Kowalski,2011/01/24 09:45:00.000,2011/01/24 09:45:00.000,Variant 1,Requester
164,Settle conditions with supplier,Francois de Perrier,2011/01/24 17:31:00.000,2011/01/24 23:25:00.000,Variant 1,Purchasing Agent
164,Create Purchase Order,Magdalena Predutta,2011/01/25 04:02:00.000,2011/01/25 04:09:00.000,Variant 1,Purchasing Agent
164,Confirm Purchase Order,Carmen Finacse,2011/01/26 23:33:00.000,2011/01/26 23:47:00.000,Variant 1,Supplier
164,Deliver Goods Services,Esmeralda Clay,2011/01/27 22:29:00.000,2011/01/28 04:59:00.000,Variant 1,Supplier
164,Release Purchase Order,Nico Ojenbeer,2011/01/28 12:54:00.000,2011/01/28 12:55:00.000,Variant 1,Requester
164,Approve Purchase Order for payment,Magdalena Predutta,2011/01/29 15:21:00.000,2011/01/29 15:22:00.000,Variant 1,Purchasing Agent
164,Send invoice,Karen Clarens,2011/01/30 13:20:00.000,2011/01/30 13:20:00.000,Variant 1,Supplier
164,Release Supplier's Invoice,Karalda Nimwada,2011/01/31 03:28:00.000,2011/01/31 03:31:00.000,Variant 1,Financial Manager
164,Authorize Supplier's Invoice payment,Karalda Nimwada,2011/01/31 03:31:00.000,2011/01/31 03:31:00.000,Variant 1,Financial Manager
164,Pay invoice,Karalda Nimwada,2011/01/31 03:49:00.000,2011/01/31 04:01:00.000,Variant 1,Financial Manager
164,End,End,2011/01/31 04:01:00.000,2011/01/31 04:01:00.000,Variant 1,End
162,Create Purchase Requisition,Elvira Lores,2011/01/21 14:18:00.000,2011/01/21 14:24:00.000,Variant 1,Requester
162,Analyze Purchase Requisition,Heinz Gutschmidt,2011/01/22 11:25:00.000,2011/01/22 11:31:00.000,Variant 1,Requester Manager
162,Create Request for Quotation Requester Manager,Francis Odell,2011/01/22 11:38:00.000,2011/01/22 11:40:00.000,Variant 1,Requester Manager
162,Analyze Request for Quotation,Francois de Perrier,2011/01/22 18:07:00.000,2011/01/22 18:26:00.000,Variant 1,Purchasing Agent
162,Send Request for Quotation to Supplier,Karel de Groot,2011/01/23 17:44:00.000,2011/01/23 18:05:00.000,Variant 1,Purchasing Agent
162,Create Quotation comparison Map,Karel de Groot,2011/01/23 23:48:00.000,2011/01/24 02:51:00.000,Variant 1,Purchasing Agent
162,Analyze Quotation comparison Map,Esmana Liubiata,2011/01/24 09:18:00.000,2011/01/24 09:30:00.000,Variant 1,Requester
162,Choose best option,Miu Hanwan,2011/01/24 09:30:00.000,2011/01/24 09:30:00.000,Variant 1,Requester
162,Settle conditions with supplier,Magdalena Predutta,2011/01/24 19:42:00.000,2011/01/25 03:02:00.000,Variant 1,Purchasing Agent
162,Create Purchase Order,Karel de Groot,2011/01/25 07:02:00.000,2011/01/25 07:09:00.000,Variant 1,Purchasing Agent
162,Confirm Purchase Order,Esmeralda Clay,2011/01/26 18:53:00.000,2011/01/26 19:22:00.000,Variant 1,Supplier
162,Deliver Goods Services,Esmeralda Clay,2011/01/28 21:26:00.000,2011/01/30 15:41:00.000,Variant 1,Supplier
162,Release Purchase Order,Immanuel Karagianni,2011/01/30 23:31:00.000,2011/01/30 23:32:00.000,Variant 1,Requester
162,Approve Purchase Order for payment,Francois de Perrier,2011/01/31 03:46:00.000,2011/01/31 03:47:00.000,Variant 1,Purchasing Agent
162,Send invoice,Kiu Kan,2011/01/31 11:06:00.000,2011/01/31 11:06:00.000,Variant 1,Supplier
162,Release Supplier's Invoice,Pedro Alvares,2011/02/01 01:26:00.000,2011/02/01 01:31:00.000,Variant 1,Financial Manager
162,Authorize Supplier's Invoice payment,Karalda Nimwada,2011/02/01 01:31:00.000,2011/02/01 01:31:00.000,Variant 1,Financial Manager
162,Pay invoice,Karalda Nimwada,2011/02/01 02:21:00.000,2011/02/01 02:35:00.000,Variant 1,Financial Manager
162,End,End,2011/02/01 02:35:00.000,2011/02/01 02:35:00.000,Variant 1,End
160,Create Purchase Requisition,Anna Kaufmann,2011/01/21 07:29:00.000,2011/01/21 07:59:00.000,Variant 4,Requester
160,Analyze Purchase Requisition,Francis Odell,2011/01/21 18:27:00.000,2011/01/21 18:32:00.000,Variant 4,Requester Manager
160,Create Request for Quotation Requester Manager,Francis Odell,2011/01/21 18:39:00.000,2011/01/21 18:42:00.000,Variant 4,Requester Manager
160,Analyze Request for Quotation,Magdalena Predutta,2011/01/23 18:37:00.000,2011/01/23 19:11:00.000,Variant 4,Purchasing Agent
160,End,End,2011/01/23 19:11:00.000,2011/01/23 19:11:00.000,Variant 4,End
1626,Create Purchase Requisition,Alberto Duport,2011/08/23 10:05:00.000,2011/08/23 10:12:00.000,Variant 4,Requester
1626,Analyze Purchase Requisition,Maris Freeman,2011/08/24 03:10:00.000,2011/08/24 03:15:00.000,Variant 4,Requester Manager
1626,Create Request for Quotation Requester Manager,Heinz Gutschmidt,2011/08/24 03:21:00.000,2011/08/24 03:23:00.000,Variant 4,Requester Manager
1626,Analyze Request for Quotation,Francois de Perrier,2011/08/24 08:17:00.000,2011/08/24 08:52:00.000,Variant 4,Purchasing Agent
1626,End,End,2011/08/24 08:52:00.000,2011/08/24 08:52:00.000,Variant 4,End
1624,Create Purchase Requisition,Miu Hanwan,2011/08/23 04:48:00.000,2011/08/23 05:31:00.000,Variant 4,Requester
1624,Analyze Purchase Requisition,Maris Freeman,2011/08/23 16:59:00.000,2011/08/23 17:03:00.000,Variant 4,Requester Manager
1624,Create Request for Quotation Requester Manager,Maris Freeman,2011/08/23 17:07:00.000,2011/08/23 17:09:00.000,Variant 4,Requester Manager
1624,Analyze Request for Quotation,Magdalena Predutta,2011/08/28 02:09:00.000,2011/08/28 02:44:00.000,Variant 4,Purchasing Agent
1624,End,End,2011/08/28 02:44:00.000,2011/08/28 02:44:00.000,Variant 4,End
656,Create Purchase Requisition,Christian Francois,2011/04/04 14:05:00.000,2011/04/04 14:47:00.000,Variant 6,Requester
656,Analyze Purchase Requisition,Maris Freeman,2011/04/05 01:22:00.000,2011/04/05 01:27:00.000,Variant 6,Requester Manager
656,Create Request for Quotation Requester Manager,Heinz Gutschmidt,2011/04/05 01:35:00.000,2011/04/05 01:38:00.000,Variant 6,Requester Manager
656,Analyze Request for Quotation,Magdalena Predutta,2011/04/05 14:01:00.000,2011/04/05 14:41:00.000,Variant 6,Purchasing Agent
656,Amend Request for Quotation Requester,Nico Ojenbeer,2011/04/05 15:27:00.000,2011/04/05 15:40:00.000,Variant 6,Requester Manager
656,Analyze Request for Quotation,Karel de Groot,2011/04/06 23:59:00.000,2011/04/07 00:24:00.000,Variant 6,Purchasing Agent
656,Send Request for Quotation to Supplier,Magdalena Predutta,2011/04/07 17:04:00.000,2011/04/07 17:23:00.000,Variant 6,Purchasing Agent
656,Create Quotation comparison Map,Magdalena Predutta,2011/04/07 21:30:00.000,2011/04/08 00:03:00.000,Variant 6,Purchasing Agent
656,Analyze Quotation comparison Map,Nico Ojenbeer,2011/04/08 06:24:00.000,2011/04/08 06:43:00.000,Variant 6,Requester
656,Choose best option,Miu Hanwan,2011/04/08 06:43:00.000,2011/04/08 06:43:00.000,Variant 6,Requester
656,Settle conditions with supplier,Karel de Groot,2011/04/10 09:11:00.000,2011/04/10 16:55:00.000,Variant 6,Purchasing Agent
656,Create Purchase Order,Francois de Perrier,2011/04/10 18:58:00.000,2011/04/10 19:06:00.000,Variant 6,Purchasing Agent
656,Confirm Purchase Order,Kiu Kan,2011/04/11 13:34:00.000,2011/04/11 13:40:00.000,Variant 6,Supplier
656,Deliver Goods Services,Esmeralda Clay,2011/04/13 21:50:00.000,2011/04/14 11:51:00.000,Variant 6,Supplier
656,Release Purchase Order,Clement Duchot,2011/04/14 19:50:00.000,2011/04/14 19:51:00.000,Variant 6,Requester
656,Approve Purchase Order for payment,Francois de Perrier,2011/04/15 04:46:00.000,2011/04/15 04:47:00.000,Variant 6,Purchasing Agent
656,Send invoice,Sean Manney,2011/04/17 23:45:00.000,2011/04/17 23:45:00.000,Variant 6,Supplier
656,Release Supplier's Invoice,Pedro Alvares,2011/04/18 14:10:00.000,2011/04/18 14:13:00.000,Variant 6,Financial Manager
656,Authorize Supplier's Invoice payment,Pedro Alvares,2011/04/18 14:15:00.000,2011/04/18 14:15:00.000,Variant 6,Financial Manager
656,Pay invoice,Karalda Nimwada,2011/04/18 14:36:00.000,2011/04/18 14:44:00.000,Variant 6,Financial Manager
656,End,End,2011/04/18 14:44:00.000,2011/04/18 14:44:00.000,Variant 6,End
655,Create Purchase Requisition,Esmana Liubiata,2011/04/04 12:49:00.000,2011/04/04 13:38:00.000,Variant 14,Requester
655,Analyze Purchase Requisition,Maris Freeman,2011/04/05 00:15:00.000,2011/04/05 00:21:00.000,Variant 14,Requester Manager
655,Create Request for Quotation Requester Manager,Maris Freeman,2011/04/05 00:25:00.000,2011/04/05 00:28:00.000,Variant 14,Requester Manager
655,Analyze Request for Quotation,Francois de Perrier,2011/04/10 19:15:00.000,2011/04/10 19:46:00.000,Variant 14,Purchasing Agent
655,Amend Request for Quotation Requester,Anna Kaufmann,2011/04/10 20:41:00.000,2011/04/10 20:55:00.000,Variant 14,Requester Manager
655,Analyze Request for Quotation,Karel de Groot,2011/04/11 01:56:00.000,2011/04/11 02:17:00.000,Variant 14,Purchasing Agent
